Date	MSFT	F	CRAY	GOOG	HPQ	YHOO	JAVA	DELL	AAPL	IBM	LNVGY	CSCO	BAC	INTC	AMD	SNE	NVDA	AMZN	CREAF	EK
1/2/2008	35.22	6.6	5.81	619.98	49.65	23.72	17.42	24.39	194.84	104.69	18.41	26.54	40.56	25.35	7.14	54.11	33.01	96.25	4.3	21.57
1/3/2008	35.37	6.45	5.69	622.73	49.65	23.84	17.15	23.71	194.93	104.9	18.5	26.75	40.3	24.67	6.77	54.35	32.75	95.21	4.3	20.95
1/4/2008	34.38	6.13	5.58	619.4	46.87	23.16	16.31	22.09	180.05	101.13	17.85	26.12	39.85	22.67	6.25	52.42	30	88.79	4.3	19.76
1/7/2008	34.61	6.16	5.59	622.87	45.35	23.18	16.11	21.26	177.64	100.05	17.7	26.13	39.9	22.88	6.08	54.1	26.9	88.82	4.4	19.92
1/8/2008	33.45	6.1	5.33	618.48	43.19	22.61	15.86	20.74	171.25	97.59	16.6	25.43	38.41	22.26	6	54.16	27.47	87.88	4.3	19.21
1/9/2008	34.44	6.07	5.12	611.68	44.44	22.56	15.66	20.93	179.4	98.31	15	26.24	38.74	22.75	5.53	57.19	28.89	85.22	3.95	19.37
1/10/2008	34.33	6.25	5.31	601.12	45.34	24.09	16.05	20.94	178.02	99.92	14.45	26.24	39.3	22.54	5.96	56.43	28.29	84.26	4.05	19.53
1/11/2008	33.91	6.06	5.24	598.68	45	23.36	15.29	20.76	172.69	97.67	14.35	25.87	38.5	21.99	6.25	55.3	27.05	81.08	3.95	19.26
1/14/2008	34.39	6.18	5.49	596.42	46.13	23.7	15.13	21.45	178.78	102.93	13.6	26.29	39.22	23.08	6.41	55.75	28.85	82.87	3.85	19.27
1/15/2008	34	5.97	5.35	593.94	45.05	22.91	14.98	20.9	169.04	101.83	13.15	25.85	37.88	22.69	6.12	53.78	26.73	80.24	3.75	18.04
1/16/2008	33.23	5.86	5.44	597.76	44.34	21.95	15.53	20.68	159.64	101.63	12.33	25.15	38.69	19.88	6.57	52.55	23.71	80.35	3.6	18.71
1/17/2008	33.11	5.76	5.38	593.14	43	21.22	15.93	20.86	160.89	101.1	11.8	24.33	36.91	19.33	6.34	51.12	23.3	80.12	3.5	18.14
1/18/2008	33.01	5.92	5.31	595.73	43.75	20.78	15.92	21.08	161.36	103.4	11.8	24.3	35.97	19	7.07	51.44	24.84	79.76	3.6	18.21
1/22/2008	31.96	5.93	5.64	590.51	42.72	19.86	15.15	20.25	155.64	101.22	11.05	23.48	37.39	18.61	6.83	50.06	23.6	78.48	3.5	18.12
1/23/2008	31.93	6.3	5.65	591.5	43.19	20.01	14.82	20.12	139.07	106.1	11.7	24.03	40.57	19.98	7.56	48.56	24.03	73.97	3.35	18.94
1/24/2008	33.25	6.26	5.66	589.02	44.89	21.69	16.12	21.09	135.6	106.91	11.1	25.11	39.9	20.69	7.58	47.49	25.87	77.67	3.5	19.65
1/25/2008	32.94	6.58	5.58	587.05	43.74	21.94	16.43	20.06	130.01	104.52	12.05	24.2	39.48	20	7.15	46.69	24.95	77.6	3.47	19.36
1/28/2008	32.72	6.67	5.39	586.25	43.8	20.78	16.65	20.35	130.01	104.98	11.9	24.1	41.2	20.29	7.46	46.95	24.65	75.82	3.49	19.63
1/29/2008	32.6	6.69	5.43	585.01	43.38	20.81	16.95	20.56	131.54	106.1	12.1	24.06	41.94	20.5	7.61	48.28	25.41	73.95	3.6	20.45
1/30/2008	32.2	6.75	5.35	585.74	43.54	19.05	17.55	20.43	132.18	105.65	12.35	24.36	42.21	20.69	7.61	47.5	25.19	74.21	3.75	19.75
1/31/2008	32.6	6.64	5.46	587.51	43.72	19.18	17.5	20.04	135.36	107.11	14.45	24.5	44.15	21.1	7.59	47.5	24.59	77.7	3.8	19.93
2/1/2008	30.45	6.85	5.5	589.87	44.42	28.38	17.49	20.35	133.75	109.08	14.5	24.94	45.03	21.77	8	46.3	26.86	74.63	3.9	20.3
2/4/2008	30.19	6.68	5.55	583	44.06	29.33	17.26	20.02	131.65	107.93	14.45	23.82	44.03	21.2	7.92	44.56	26.02	73.95	4.05	19.74
2/5/2008	29.07	6.43	5.25	579.76	42.98	28.98	16.53	19.12	129.36	105.02	13.5	23.26	42.37	20.12	7.21	43.28	24.39	72.09	4.07	18.98
2/6/2008	28.52	6.31	5.26	585.74	42.16	28.57	16.78	19.07	122	103.59	12.95	23.08	42.33	19.92	6.74	42.82	24.31	68.49	4.1	18.66
2/7/2008	28.12	6.17	5.16	583.09	40.5	29.04	16.33	19.43	121.24	102.34	13	23.38	43.37	20.05	6.59	44.04	24.55	70.91	4.05	19.29
2/8/2008	28.56	6.08	5.34	582.35	41.88	29.2	16.37	19.45	125.48	103.27	13.05	23.54	42.16	20.27	6.34	42.99	24.99	73.5	4.05	19.13
2/11/2008	28.21	6.39	5.36	569.97	42.63	29.87	16.81	19.93	129.45	105.14	13.25	23.52	42.14	20.68	6.28	43.5	25.07	75.19	4.3	19.36
2/12/2008	28.34	6.46	5.27	572.99	42.88	29.57	16.81	19.71	124.86	106.53	13.95	23.43	42.82	20.9	6.41	43.66	26	74.45	4.59	19.34
2/13/2008	28.96	6.58	5.1	576.65	44.05	29.88	17.39	20.31	129.4	108.42	14.2	24.06	43.33	21.21	6.7	44.81	27.02	77.73	4.8	19.92
2/14/2008	28.5	6.46	5.38	577.49	43.26	29.98	17.21	19.81	127.46	106.13	14.1	23.53	42.24	20.46	6.53	44.88	22.61	75.8	4.5	19.35
2/15/2008	28.42	6.45	5	576.28	43.87	29.66	17.02	19.57	124.63	106.16	13.95	23.3	42.7	20.11	6.45	44.78	22.27	72.96	4.65	19.34
2/19/2008	28.17	6.48	4.95	572.05	43.95	29.01	16.89	19.28	122.18	105	13.65	22.88	42.67	20.16	6.5	46.96	21.94	72.08	4.7	19.06
2/20/2008	28.22	6.41	5.21	567.85	47.44	28.83	17.32	19.75	123.82	107.85	13.6	23.2	42.97	20.38	6.83	46.73	21.78	73.64	4.5	19.18
2/21/2008	28.1	6.23	5.11	570.56	46.83	28.42	17.24	19.27	121.54	106.93	13.38	23.19	42.21	20.3	6.96	46.58	21.29	69.9	4.65	18.48
2/22/2008	27.68	6.25	4.9	566.76	47.4	28.42	17.25	19.54	119.46	108.07	13.6	23.6	42.6	19.82	6.71	46.77	22.32	72.08	4.9	18.5
2/25/2008	27.84	6.46	5.03	562.51	48.13	28.13	17.54	20.14	119.74	110.08	13.75	23.8	42.94	19.94	6.97	47.98	22.31	73.27	4.95	19.25
2/26/2008	28.38	6.52	4.96	551.1	49.2	28.22	17.52	20.48	119.15	114.38	13.9	24.07	42.72	20.69	7.13	48.91	22.5	71.69	4.95	18.35
2/27/2008	28.26	6.6	5	548.65	48.94	28.37	17.7	20.77	122.96	116.46	13.9	24.95	42.88	20.77	7.28	49.65	22.85	70.87	5.05	18.06
2/28/2008	27.93	6.62	4.87	540.33	48.55	28.15	17.21	20.87	129.91	115.24	14.25	24.66	41.42	20.49	7.02	48.84	21.99	67.85	5.15	17.84
2/29/2008	27.2	6.53	4.71	537.29	47.77	27.78	16.4	19.9	125.02	113.86	13.75	24.39	39.74	19.97	7.21	47.21	21.39	64.47	5.19	16.98
3/3/2008	26.99	6.18	4.65	533.99	47.6	27.77	16.38	19.94	121.73	114.23	14	24.4	39.18	20.01	6.76	46.7	21.14	62.43	5.1	17.22
3/4/2008	27.59	6.13	4.78	536.12	48.45	28.06	16.43	19.67	124.62	115.71	13.55	24.29	38.78	20	6.76	46.69	20.93	65.34	5.26	17.48
3/5/2008	28.12	6.12	4.76	551.05	48.31	28.67	16.46	19.79	124.49	115.39	13.5	24.27	37.55	20.2	6.84	46.78	21.17	64.99	5.3	17.32
3/6/2008	27.57	5.94	4.52	540.3	47.78	28.7	16.01	19.43	120.93	112.52	12.75	23.94	36.52	19.87	6.49	45.68	19.84	62.74	5.25	16.96
3/7/2008	27.87	5.78	4.55	548.29	47.31	29.03	16	19.35	122.25	113.94	12	24.11	36.74	20.07	6.49	44.32	19.55	64.09	5	16.83
3/10/2008	28.05	5.6	4.57	554.21	46.71	28.51	15.94	19.12	119.69	114.01	11.65	23.99	35.31	20.12	6.16	42.81	18.43	63.47	5	16.82
3/11/2008	29.28	5.9	4.6	553.69	47.92	29	16.92	19.83	127.35	116.49	12.7	25.15	37.72	21.2	6.48	44.83	19.04	67.15	5.2	17.31
3/12/2008	28.63	5.7	4.6	554.09	47.27	28.45	16.96	19.69	126.03	117.07	13	25.14	37.03	21.12	6.43	43.36	18.52	66.51	5.25	17.23
3/13/2008	28.62	5.39	4.73	551.1	47.02	27.5	16.79	19.85	127.94	115.91	12.8	24.95	37.14	21.28	6.73	43.31	19.7	68.32	5.05	16.92
3/14/2008	27.96	5.29	4.73	551.72	45.92	26.71	16.4	19.4	126.61	115.23	12.6	24.32	35.69	20.66	6.38	41.86	18.32	68.22	5.02	17.39
3/17/2008	28.3	5.11	4.94	552.09	46.42	25.85	16.26	19.39	126.73	115.55	11.75	24.29	35.96	20.85	6.34	40.88	17.86	66.53	4.9	16.84
3/18/2008	29.42	5.29	5.33	549.85	47.93	27.66	16.69	20.32	132.82	118.41	11.75	25.58	38.93	21.75	6.39	41.85	18.97	71.7	4.87	17.05
3/19/2008	28.62	5.45	5.13	529.91	46.59	27.07	15.67	19.51	129.67	116.94	11.8	24.47	38.56	21.09	6.15	41.04	17.66	70.17	4.82	16.62
3/20/2008	29.18	5.62	5.47	535.32	46.5	27.66	16.02	20.01	133.27	118.33	11.8	24.77	41.86	21.75	6.11	41.9	18.52	73.19	4.4	16.71
3/24/2008	29.17	5.96	5.75	526.11	47.93	27.52	16.37	20.56	139.53	119.06	11.8	25.64	42.45	22.13	6.21	41.83	20.03	75.95	4.45	17.79
3/25/2008	29.14	6	6	524.04	48.26	28.73	16.38	20.42	140.98	117.97	12.6	25.75	40.97	22.27	6.3	42.68	20.32	75.17	4.4	18.21
3/26/2008	28.56	5.87	6.04	516.25	47.34	28.49	16.47	20.16	145.06	116.91	12.4	24.78	39.84	21.86	6.22	41.88	19.67	73.8	4.6	17.8
3/27/2008	28.05	5.83	5.86	514.18	46.64	28.09	15.91	19.47	140.25	115.52	12.5	24.18	38.64	21.09	6.16	40.84	19.39	70.8	4.6	17.58
3/28/2008	27.91	5.59	5.84	517.54	46.09	28.99	15.72	19.61	143.01	114.57	12.75	24.08	38.07	20.79	5.91	40.64	19.68	69.76	4.45	17.22
3/31/2008	28.38	5.72	5.96	498.74	45.66	28.93	15.53	19.92	143.5	115.14	12.75	24.09	37.91	21.18	5.89	40.07	19.79	71.3	4.3	17.67
4/1/2008	29.5	5.97	5.95	488.52	47.59	28.5	16	20.33	149.53	116.49	13.45	24.98	40.86	21.97	6.07	41.73	21	76.7	4.35	18.7
4/2/2008	29.16	6.13	6.04	484.58	47.23	27.82	15.96	19.95	147.49	114.81	13.15	24.96	40.3	21.85	6.19	41.97	20.36	77.37	4.45	18.64
4/3/2008	29	6.46	6.11	487.2	46.96	28.13	15.95	20.12	151.61	116.02	13.6	24.23	40.37	21.93	6.26	42.11	19.98	74.94	4.5	18.81
4/4/2008	29.16	6.49	5.94	495.85	46.4	28.36	16	19.53	153.08	115.76	13.7	24.39	39.41	21.87	6.23	41.9	18.78	76.87	4.3	18.54
4/7/2008	29.16	6.73	5.92	498.53	45.92	27.7	15.78	19.23	155.89	116.31	13.7	23.94	39.5	21.75	6.34	42.47	19.23	76.9	4.4	18.61
4/8/2008	28.75	6.91	5.88	498.53	46.07	27.7	15.26	19	152.84	116.27	13.8	23.96	38.38	21.08	6.03	40.56	19.12	77.3	4.4	18.59
4/9/2008	28.89	6.72	5.76	492.48	46.09	27.77	15.38	18.69	151.44	116.77	13.12	23.53	37.93	21.42	6.26	40.32	19.5	74.39	4.4	18.38
4/10/2008	29.11	6.74	5.8	496.77	46.57	28.59	15.3	18.77	154.55	118.78	13.65	24.04	37.69	22.08	6.27	40.91	19.88	74.83	4.4	18.51
4/11/2008	28.28	6.69	5.72	498.46	45.47	28.34	15.21	18.5	147.14	116	13.95	23.38	36.94	21.24	6.01	40.76	18.53	71.99	4.35	18.12
4/14/2008	28.06	6.78	5.66	499.06	45.82	27.8	15.17	18.24	147.78	117.28	13.9	23.31	35.58	20.69	5.86	39.86	17.91	72.61	4.35	18.01
4/15/2008	28.25	6.88	5.64	497	45.82	28.17	14.88	18.28	148.38	117.17	14.25	23.11	35.58	20.91	5.78	39.8	18.12	72.5	4.4	18.17
4/16/2008	28.95	7.19	5.72	491.46	47.1	28.31	15.14	18.72	153.7	120.47	14.45	23.83	36.98	22.13	6.07	41.84	18.84	74.59	4.4	18.69
4/17/2008	29.22	7.26	5.83	491.72	47.31	28.03	15.24	19.05	154.49	123.08	15.1	23.89	37.47	22.11	6.19	42.39	18.58	74.04	4.5	18.85
4/18/2008	30	7.45	6.05	488.29	48.18	28.43	15.49	19.47	161.04	124.4	15.75	24.51	38.56	22.55	6.11	43.58	19.02	80.1	4.4	19.47
4/21/2008	30.42	7.73	5.96	477.54	48.45	28.55	15.78	19.56	168.16	124.35	15.35	24.89	37.61	22.46	6.14	44.36	19.87	80.18	4.6	19
4/22/2008	30.25	7.65	5.89	475.12	48.17	28.54	15.61	19.05	160.2	123.67	14.75	24.92	37	21.99	5.96	43.03	19.5	79.6	4.6	18.33
4/23/2008	31.45	7.52	5.9	472.14	48.02	28.08	15.42	19.05	162.89	123.6	15.2	25.44	36.86	22.56	5.92	43.8	20.44	81	4.7	18.55
4/24/2008	31.8	8.4	6.25	470.94	48.35	27.3	15.64	19.14	168.94	124.19	15.7	26.03	37.87	22.69	6.03	44.02	19.95	77.69	4.7	18.61
4/25/2008	29.83	7.5	6.35	463.97	47.45	26.8	15.52	19.11	169.73	123.08	15	25.6	38.3	22.56	6.06	45.63	20.15	80.86	4.65	18.51
4/28/2008	28.99	8.21	6.83	458.62	47.59	26.43	15.62	18.87	172.24	121.69	15.05	25.35	38.18	22.71	6	45.92	19.79	81.97	4.65	18.55
4/29/2008	28.64	8.12	6.79	461.3	47.84	27.36	15.66	18.97	175.05	122.85	15.25	25.51	37.86	22.62	6.02	45.94	20.2	80.74	4.65	18.3
4/30/2008	28.52	8.26	6.23	457.52	46.35	27.41	15.66	18.63	173.95	120.7	15.5	25.64	37.54	22.26	5.96	45.79	20.55	78.63	4.65	17.89
5/1/2008	29.4	8.48	6.8	453.01	48.03	26.81	16.33	19.08	180	123.61	15.65	26.67	39.39	23.29	6.22	46.6	21.5	79.36	4.7	17.22
5/2/2008	29.24	8.27	6.45	455.76	48.36	28.67	12.64	19.32	180.94	123.18	16.16	26.75	39.79	23.58	6.16	47.59	22.52	77.31	4.75	16.87
5/5/2008	29.08	8.33	6.62	461.67	48.28	24.37	12.97	19.1	184.73	122.03	15.8	26.28	38.97	23.25	6.53	46.81	21.96	75.92	4.75	16.87
5/6/2008	29.7	8.27	6.78	464.75	48.64	25.72	12.98	19.19	186.66	122.82	15.75	26.33	39.24	23.58	7.12	47.3	22.53	75.71	4.79	17.22
5/7/2008	29.21	7.96	6.52	466.06	48.65	25.64	12.83	18.9	182.59	124.14	14.5	25.78	38	23.17	6.91	46.22	22.01	73.18	4.7	16.54
5/8/2008	29.27	8.2	6.55	468	49.06	26.22	12.95	18.84	185.06	124.92	15.25	25.7	37.33	23.4	6.93	45.6	21.95	72.79	4.7	16.55
5/9/2008	29.39	8.1	6.48	471.37	49.13	25.93	13.04	19.03	183.45	124.06	15.76	25.49	36.65	23.37	6.94	44.74	22.53	72.41	4.6	17.14
5/12/2008	29.99	8.15	6.57	468.73	46.83	25.26	13.3	19.37	188.16	125.24	16	25.84	37.44	23.64	7.16	45.3	21.89	74.53	4.6	17.05
5/13/2008	29.78	8.23	6.63	465.24	44.27	26.56	12.77	20	189.96	126.58	16	25.89	36.61	23.76	7.19	46.06	21.44	74.56	4.65	16.94
5/14/2008	29.93	8.14	6.45	460.41	45.64	27.14	13.17	20.06	186.26	127.52	16	25.75	36.8	23.84	7.16	49.93	22.07	74.2	4.65	16.93
5/15/2008	30.45	8.17	6.63	443.97	46.73	27.75	13.49	20.63	189.73	128.46	16.55	26.5	36.71	24.97	7.41	50.53	23.78	76.12	4.7	17.34
5/16/2008	29.99	8.11	6.58	445.28	47.29	27.66	13.42	21.31	187.62	127.82	16.45	26.51	36.17	25	7.26	49.5	24.41	76.46	4.7	17.15
5/19/2008	29.46	8.02	6.38	444.89	46.71	27.68	13.48	21.2	183.6	126.49	17.19	26.37	36.1	24.88	7.1	49.7	23.9	82.29	4.7	16.95
5/20/2008	28.76	8	6.13	460	46.46	27.48	13.16	20.57	185.9	125.18	16.39	25.85	35.39	24.09	7.12	48.74	23.28	80.72	4.7	16.98
5/21/2008	28.25	7.8	5.78	462.28	44.8	27.33	13.13	20.01	178.19	123.62	16.6	25.37	34.63	23.66	7.08	47.63	23.09	78.3	4.7	16.24
5/22/2008	28.47	7.16	6.17	458.58	44.9	27.53	13.14	20.89	177.05	124.7	16.79	25.58	34.73	23.88	7.07	48.57	23.65	79.26	4.7	15.76
5/23/2008	28.05	6.87	6.09	453.94	44.96	27.72	12.81	21.19	181.17	124.2	15.09	25.1	33.93	23.41	6.88	48.05	23.11	78.35	4.7	15.5
5/27/2008	28.44	6.8	6.09	456.61	45.7	27	13.05	21.49	186.43	127.32	15.7	25.59	34.17	23.6	6.92	48.02	23.36	80.62	4.7	15.59
5/28/2008	28.18	6.78	6.08	457.1	46.52	27.16	13.07	21.69	187.01	129.54	16	25.54	33.87	23.47	6.82	47.69	23.58	80.08	4.65	15.39
5/29/2008	28.31	6.71	6.45	450.36	46.91	27.07	13.08	21.81	186.69	129.71	15.08	26.21	34.6	23.14	6.77	48.43	23.52	80.35	4.82	15.51
5/30/2008	28.32	6.8	6.23	451.14	47.06	26.76	12.95	23.06	188.75	129.43	14.85	26.72	34.01	23.18	6.88	50.39	24.7	81.62	4.7	15.32
6/2/2008	27.8	6.64	6.01	453.73	46.25	26.4	12.94	22.79	186.1	127.36	15.1	26.35	33.58	23.2	6.8	51.37	24.8	80.23	4.85	15.16
6/3/2008	27.31	6.68	6.04	452.21	46.24	26.15	12.41	23.47	185.37	127.84	15	26.34	33.31	22.94	6.81	50.83	23.96	80.11	4.75	14.21
6/4/2008	27.54	6.46	6.05	443.05	46.81	26.85	12.43	23.89	185.19	127.55	15.15	26.76	31.99	23.48	7.19	51.81	24.24	81.5	4.75	14.56
6/5/2008	28.3	6.4	6.32	445.64	48.51	26.36	12.56	24.02	189.43	128.47	15.1	27.54	31.99	23.87	7.78	51.9	24.85	84.51	4.98	14.48
6/6/2008	27.49	6.04	6.07	436.24	47.63	26.44	12.31	23.74	185.64	124.94	14.7	26.54	30.5	22.9	7.43	50.3	24.06	80.63	4.8	14.21
6/9/2008	27.71	6.36	5.9	439.85	47.63	26.58	12.15	24.15	181.61	125.86	14.7	26.43	29.61	22.76	7.68	49.73	23.69	79.43	4.75	13.57
6/10/2008	27.89	6.12	6.12	444.8	47.57	26.4	11.87	23.6	185.64	125.94	14.37	26.36	29.62	22.68	7.43	48.97	22.29	79.62	4.75	13.43
6/11/2008	27.12	5.97	5.98	446.72	46.48	26.15	11.66	23.45	180.81	123.25	13.75	25.65	28.85	21.81	6.96	47.83	21.25	77.28	4.75	12.63
6/12/2008	28.24	6	5.65	437.34	46.97	23.52	11.42	23.78	173.26	123.85	13.55	25.96	29.44	22.05	7.14	47.82	21.38	76.15	4.8	12.97
6/13/2008	29.07	6.27	5.67	427.69	47.45	23.47	11.72	24.42	172.37	126.15	13.74	26.37	29.78	22.66	7.52	48.66	21.31	79.17	4.8	12.83
6/16/2008	28.93	6.5	5.49	427.9	47.58	23.54	11.96	24.45	176.84	126.71	13.82	26.27	30.32	22.86	7.71	49.36	21.02	81.7	4.8	13.21
6/17/2008	28.8	6.6	5.2	430.17	47.34	23.25	11.62	24.15	181.43	125.1	13.9	25.97	29.24	22.58	7.72	49.41	20.51	82.97	4.75	13.37
6/18/2008	28.46	6.22	5.21	430.25	46.59	22.91	11.43	23.89	178.75	124.16	13.95	25.28	28.37	22.28	7.29	48.72	19.91	82.52	4.8	12.91
6/19/2008	28.93	6.32	5.25	442.6	46.59	22.73	11.58	24.34	180.9	125.02	13.75	25.52	28.14	22.85	7.33	48.45	19.86	84.26	4.8	13.03
6/20/2008	28.23	5.81	5.07	438.17	45.64	21.99	11.18	23.4	175.27	122.74	13.85	24.64	27.1	22.37	6.99	46.19	19.76	81.1	4.8	12.41
6/23/2008	27.97	5.28	4.95	424.69	45.51	21.45	11.14	23.41	173.16	123.46	13.85	24.55	25.88	22.36	6.55	46.56	19.35	80.68	4.8	12.34
6/24/2008	27.73	5.32	5.05	424.3	45.04	22.04	11.6	23.04	173.25	123.46	14	24.48	26.62	22.41	6.24	45.8	19.99	79.64	4.7	14.03
6/25/2008	28.35	5.24	5.02	414.4	45.6	22.01	11.53	23.55	177.39	124.58	14.15	24.7	26.61	22.65	6.43	46.22	20.1	80.51	4.6	15.12
6/26/2008	27.75	5.07	4.96	410.39	44.67	21.37	11.02	22.52	168.26	121.13	14.25	23.82	24.81	21.59	6.13	45.55	19.07	76.3	4.55	14.76
6/27/2008	27.63	4.98	4.92	402.49	44.58	21.33	10.96	22.25	170.09	120.05	14.05	23.61	24.59	21.49	5.95	43.91	19.28	74.66	4.5	14.51
6/30/2008	27.51	4.81	4.64	396.63	44.21	20.66	10.88	21.88	167.44	118.53	13.59	23.26	23.87	21.48	5.83	43.74	18.72	73.33	4.5	14.43
7/1/2008	26.87	4.71	4.65	409.61	44	20.2	10.74	22.18	174.68	119.27	13.4	23.15	23.81	21.57	5.65	43.2	18.75	73.62	4.5	14.29
7/2/2008	25.88	4.36	4.58	408.49	43.61	20.88	10.66	22.7	168.18	119.1	13.55	22.84	22.54	20.93	5.44	42.6	18.03	71.44	4.4	13.83
7/3/2008	25.98	4.42	4.64	418.99	43.44	21.35	10.63	22.81	170.12	119.54	13.9	23.12	22.4	20.66	5.3	42.97	12.49	72	4.3	13.95
7/7/2008	26.03	4.47	4.61	421.59	44	23.91	10.79	22.97	175.16	121.5	14.05	22.57	21.53	20.71	5.38	42.95	12.1	72.49	4.3	13.89
7/8/2008	25.85	4.9	4.68	424.14	43.45	24.64	10.38	22.63	179.55	123.88	13.7	22.88	23.54	20.92	5.53	41.95	12.03	75.04	4.41	14.23
7/9/2008	25.23	4.95	4.54	425.32	42.21	23.82	9.86	21.6	174.25	120.4	13.8	21.58	22.06	19.81	5.06	40.42	11.82	70.61	4.35	13.44
7/10/2008	25.45	4.58	4.49	415.77	41.45	23.5	9.77	22.35	176.63	123.18	14.3	22.13	22.36	20.62	4.96	41.17	11.79	70.63	4.3	13.53
7/11/2008	25.25	4.86	4.55	409.29	41.59	23.57	9.11	22.31	172.58	122.12	14.1	21.82	21.67	20.64	4.84	40.46	11.67	68.54	4.35	13.5
7/14/2008	25.15	4.66	4.36	405.68	41.79	22.57	8.78	22.2	173.88	121.54	13.85	21.3	20.15	20.47	4.82	40.32	11.14	66.28	4.4	13.28
7/15/2008	26.15	4.65	4.49	407.35	41.65	21.54	8.8	22.64	169.64	123.2	13.46	21.04	18.52	20.71	4.72	40.38	11.26	67.03	4.35	13.24
7/16/2008	27.26	5.49	4.71	420.09	42.34	22.48	9.16	23.1	172.81	125.94	13.72	21.1	22.67	20.91	5.06	41.55	11.32	71.84	4.35	14.24
7/17/2008	27.52	5.49	4.83	414.06	43.23	22.44	9.43	24.37	171.81	126.52	14	21.52	26.5	21.99	5.3	42.26	11.36	72.11	4.3	14.34
7/18/2008	25.86	5.44	4.79	415.16	43.42	22.45	9.48	24.23	165.15	129.89	14.15	21.66	27.49	22.09	4.65	41.45	11.56	69.12	4.3	14.37
7/21/2008	25.64	5.48	4.81	416	43.35	21.67	9.44	23.98	166.29	128.66	14	21.84	28.56	22.09	4.59	41.42	11.63	68.48	4.3	14.28
7/22/2008	25.8	5.84	4.94	416.77	43.53	21.4	9.61	23.76	162.02	130	13.79	21.9	32.35	22.09	4.41	41.5	11.38	67.97	4.3	14.69
7/23/2008	26.43	6.03	5.29	424.84	44.28	20.39	10.52	23.81	166.26	129.52	13.8	22.17	33.44	22.3	4.67	41.06	11.72	70.54	4.2	15.31
7/24/2008	25.44	5.11	5.13	429	43.38	20.53	10.1	23.42	159.03	130	13.9	21.76	30.64	21.67	4.37	41.53	11.03	78.72	4.2	15.24
7/25/2008	26.16	5.05	5.18	432.6	43.71	21.13	10.43	23.47	162.12	128.53	13.85	22.43	29.58	22.01	4.36	40.81	11.56	78.31	4.16	15.39
7/28/2008	25.5	4.75	4.9	435.62	43	20.12	9.94	23.24	154.4	126.25	13.45	21.98	28.06	21.67	4.19	39.93	11.53	75.98	4.2	15.03
7/29/2008	26.11	5.02	5.23	438.77	44.13	20.15	10.21	24.01	157.08	127.66	13.95	22.42	32.22	22.23	4.21	37.68	11.65	78.21	4.17	15.96
7/30/2008	26.23	4.84	5.3	444.32	45.06	20.03	10.27	24	159.88	128.86	13.7	22.17	33.61	22.23	4.23	37.54	11.48	78.21	4.17	15.77
7/31/2008	25.72	4.8	5.06	440.28	44.8	19.89	10.63	24.57	158.95	127.98	14.01	21.99	32.9	22.19	4.21	37.67	11.44	76.34	4.15	14.64
8/1/2008	25.44	4.65	5.36	431.65	43.96	19.8	9.32	24.41	156.66	126.64	14.25	21.99	33.33	22.35	4.28	37.83	10.84	75.75	4.15	14.56
8/4/2008	25.28	4.81	4.68	428.4	43.94	19.38	9.21	25.39	153.23	127.56	13.7	21.99	32.62	22.52	4.48	37.02	10.58	75.71	4.15	15.44
8/5/2008	26.21	5.09	4.65	426.56	45	19.82	9.73	25.11	160.64	128.87	14.09	22.65	33.58	23.02	4.6	38.39	11.19	79.11	4.15	16.21
8/6/2008	27.02	4.94	4.54	417.23	45.15	20	10.19	25.25	164.19	129.16	14.23	23.93	33.45	22.8	4.8	39.47	11.49	78.09	4.15	16.52
8/7/2008	27.39	4.86	4.55	410.4	45.51	20.19	10.51	24.99	163.57	129.05	13.18	23.58	31.52	23.67	5.03	38.49	11.31	76.95	4	16.39
8/8/2008	28.13	5.26	4.98	405.56	45.82	19.9	10.25	25	169.55	128.81	14	24.25	32.25	24.23	5.13	39.28	11	80.51	3.95	16.88
8/11/2008	27.9	5.16	5.33	404.36	45.73	20.26	10.5	25.19	173.56	126.6	14.3	24.62	33.38	24.38	5.11	39.87	11.23	88.09	4.05	17.32
8/12/2008	28.12	5.19	5.23	393.5	45.68	20.43	10.71	25.33	176.73	125.22	13.7	24.5	31.13	24.52	5.21	39.22	11.07	87.25	4.2	16.97
